Line #,Key,en Version,ka Version
524,ka.app.common.question_codes,Codes,კოდები
525,ka.app.common.answers,Answers,პასუხები
526,ka.app.common.notes,Notes,შენიშვნები
527,ka.app.common.group,Group,ჯგუფი
528,ka.app.common.subgroup,Subgroup,ქვეჯგუფი
529,ka.app.common.weight,Weight,შეწონვა
530,ka.app.common.count,Count,პასუხების ჯამური რაოდენობა
531,ka.app.common.percent,Percent,პროცენტი
532,ka.app.common.unweighted_count,Unweighted Count,შეუწონელი პასუხების ჯამური რაოდენობა
533,ka.app.common.weighted_count,Weighted Count,შეწონვის ჯამური რაოდენობა
534,ka.app.common.weighted_percent,Weighted Percent,შეწონილი პროცენტული მაჩვენებელი
535,ka.app.common.dataset_dashboard,Dataset Dashboard,მონაცემების მთავარი გვერდი
536,ka.app.common.time_series_dashboard,Time Series Dashboard,პერიოდული შედარების მთავარი გვერდი
537,ka.app.common.terms,I agree to the <a href='http://www.unicef.org/about/legal_terms.html' target='_blank'>Terms of Use</a>,ვეთანხმები <a href='http://www.unicef.org/about/legal_terms.html' target='_blank'>გამოყენების წესებს</a>
538,ka.app.common.or,Or,ან
539,ka.app.common.go,Go,ძებნა
540,ka.app.common.share,Share,გაზიარება
541,ka.app.common.codebook_title,Download the Codebook,კოდირების დოკუმენტის ჩამოტვირთვა
542,ka.app.common.all_categories,All Categories,ყველა კატეგორია
543,ka.app.common.private_question,This quesiton is not available to the public,ეს შეკითხვა არ არის საჯარო
544,ka.app.common.private_answer,This answer is not available to the public,პასუხი არ არის საჯაროდ ხელმისაწვდომი
545,ka.app.common.mappable_question,This question displays a map,ეს შეკითხვა გამოსახულია რუკაზე
546,ka.app.common.question_no_answers,This question does not have answers and cannot be analyzed,ამ შეკითხვას არ აქვს პასუხები და ვერ გაანალიზდება
547,ka.app.common.powered_by_xtraktr,Powered By Xtraktr,შექმნილია Xtraktr-ით
548,ka.app.common.powered_by_xtraktr_title,This data was built using the Xtraktr platform. Learn more and add your own data on the Xtraktr website.,მონაცემები შექმნილია Xtraktr-ის პლატფორმის გამოყენებით. გაიგეთ მეტი და დაამატეთ თქვენი მონაცემები Xtraktr-ს.
549,ka.app.common.weighted_footnote,Applied weight:,მიკუთვნებული შეწოვნა:
550,ka.app.msgs.does_not_exist,You tried to access a page that does not exist.,"თქვენ ცდილობთ ისეთი გვერდის ნახვას, რომელიც არ არსებობს."
551,ka.app.msgs.not_authorized,You are not authorized to view that page.,თქვენ არ გაქვთ ამ გვერდის ნახვის უფლება.
552,ka.app.msgs.success_created,%{obj} was successfully created.,%{obj} შექმნილია.
553,ka.app.msgs.success_updated,%{obj} was successfully updated.,%{obj} განახლებულია.
554,ka.app.msgs.success_deleted,%{obj} was successfully deleted.,%{obj} წაშლილია.
555,ka.app.msgs.mass_change_question_saved,Question settings were saved.,შეკითხვის პარამეტრები შენახულია
556,ka.app.msgs.mass_change_question_not_saved,An error occurred while saving the question settings.,შეკითხვის პარამეტრების შენახვისას წარმოიშვა პრობლემა
557,ka.app.msgs.mass_change_answer_saved,Answer settings were saved.,პასუხის პარამეტრები შენახულია
558,ka.app.msgs.mass_change_answer_not_saved,An error occurred while saving the answer settings.,პასუხების პარამეტრების შენახვისას წარმოიშვა პრობლემა
559,ka.app.msgs.sort_saved,Sort orders were saved.,დახარისხების წყობა შენახულია
560,ka.app.msgs.sort_not_saved,An error occurred while saving the sort orders.,დახარისხების წყობის შენახვისას წარმოიშვა პრობლემა
561,ka.app.msgs.mapping_saved,The question was successfully made mappable.,შეკითხვა გახდა რუკაზე დატანადი
562,ka.app.msgs.mapping_not_save,An error occurred while making the question mappable.,რუკაზე შეკითხვის დატანის დროს წარმოიშვა პრობლემა
563,ka.app.msgs.mapping_deleted,The question is no longer mappable.,შეკითხვა აღარ არის რუკაზე დატანადი
564,ka.app.msgs.mapping_not_deleted,The question mapping could not be deleted.,შეკითხვის რუკაზე დატანის წაშლა შეუძლებელია
565,ka.app.msgs.time_series_automatic_match,%{count} questions were added to your time series.,%{count} თქვენს პერიოდულ შედარებაში შეკითხვები დამატებულია.
566,ka.app.msgs.mass_upload_questions_error,The following error occurred while processing the questions: %{msg},შეკითხვების დამუშავების დროს წარმოიშვა შემდეგი პრობლემა: %{msg}
567,ka.app.msgs.mass_upload_questions_success,%{count} questions were updated!,%{count} შეკითხვები განახლდა!
568,ka.app.msgs.mass_upload_answers_error,The following error occurred while processing the answers: %{msg},პასუხების დამუშავების დროს წარმოიშვა შემდეგი პრობლემა: %{msg}
